database_libretro_RetroArch,1574490,55987
database_libsdl-org_SDL,368100,974
database_libusb_libusb,26487,30
database_libuv_libuv,74282,1126
database_libvips_libvips,148447,29712
database_lief-project_LIEF,104741,3578
database_lightvector_KataGo,125454,715
database_linux-test-project_ltp,436292,698
database_linyacool_WebServer,11946,83
database_littlefs-project_littlefs,10394,3
database_liuliu_ccv,403915,27429
database_LizardByte_Sunshine,33400,1286
database_LLNL_zfp,39846,362
database_lmdu_pyfastx,4829,52
database_LongSoft_UEFITool,16077,302
database_love2d_love,408556,33172
database_lpereira_lwan,27567,159
database_lsalzman_enet,4858,111
database_LuaJIT_LuaJIT,72954,321
database_lua_lua,22416,149
database_luau-lang_luau,183777,2652
database_luben_zstd-jni,45031,648
database_ludlows_PESQ,3147,101
database_ludwigschwardt_python-gnureadline,6271,182
database_luigirizzo_netmap,52949,4309
database_luxonis_depthai-python,40446,1424
database_lvgl_lvgl,295746,3
database_lxc_lxc,69221,513
database_lz4_lz4,18733,522
database_madler_zlib,30025,34
database_MagicStack_immutables,3616,155
database_mamedev_mame,5731637,
database_mapbox_mapnik-vector-tile,22710,1267
database_mapbox_protozero,20597,291
database_mapbox_tippecanoe,31746,1069
database_mapeditor_tiled,99315,2339
database_maplibre_maplibre-native,1136262,22130
database_mapnik_mapnik,190912,4962
database_mapnik_node-mapnik,45614,1423
database_marcobambini_gravity,19550,7453
database_Marco-Sulla_python-frozendict,34521,45
database_martanne_vis,23208,152
database_martinezjavier_ldd3,7541,130
database_Martinsos_edlib,2009,112
database_MaskRay_ccls,97802,880
database_matz_streem,10001,83
database_mavlink_qgroundcontrol,851483,0
database_mawww_kakoune,32233,529
database_Maximus5_ConEmu,326468,4236
database_Mbed-TLS_mbedtls,151124,4971
database_medooze_media-server-node,219439,860
database_meetecho_janus-gateway,89122,331
database_meganz_sdk,161970,1515
database_Meituan-Dianping_SQLAdvisor,234355,896
database_memcached_memcached,34552,1170
database_merbanan_rtl_433,56175,259
database_metacall_core,61474,469
database_mgba-emu_mgba,273429,1456
database_MicrochipTech_cryptoauthlib,80612,58
database_microsoft_BlingFire,109608,430
database_microsoft_bond,137065,196
database_microsoft_CCF,178400,7975
database_microsoft_cpprestsdk,146148,9279
database_microsoft_cppwinrt,62059,159
database_microsoft_Detours,77744,503
database_microsoft_ebpf-for-windows,410079,4068
database_microsoft_GSL,3565,96
database_microsoft_jericho,35226,35
database_microsoft_LightGBM,496863,946
database_microsoft_mimalloc,12643,223
database_microsoft_msix-packaging,587477,20992
database_microsoft_msquic,83871,1076
database_microsoft_node-native-keymap,1801,46
database_microsoft_onnxruntime,1402097,7102
database_microsoft_SEAL,49155,341
database_microsoft_SPTAG,116968,1268
database_microsoft_verona,4536,823
database_microsoft_Windows-driver-samples,293806,7418
database_microsoft_WSL2-Linux-Kernel,19299657,
database_MidnightCommander_mc,102003,451
database_miek_inspectrum,2793,390
database_mikebrady_shairport-sync,32764,66
database_mit-nlp_MITIE,303112,495
database_mit-pdos_xv6-public,7299,87
database_mit-pdos_xv6-riscv,8450,86
database_mivion_swisseph,36249,389
database_mkleehammer_pyodbc,7107,1435
database_ml-explore_mlx,50177,715
database_mmp_pbrt-v3,264706,3794
database_mobile-shell_mosh,10894,141
database_monero-project_monero,408279,4885
database_mongodb_libmongocrypt,54137,392
database_mopemope_meinheld,7958,369
database_mosquito_caio,1637,3
database_Motion-Project_motion,26743,2048
database_mozilla_mozjpeg,61216,923
database_mruby_mruby,62353,1899
database_mscdex_cpu-features,8354,156
database_MSeifert04_iteration_utilities,12646,37
database_msoos_cryptominisat,64572,622
database_msteinbeck_tinyspline,2302,431
database_MTG_essentia,122161,367
database_MultiMC_Launcher,85666,1316
database_mumble-voip_mumble,302897,1999
database_murat-dogan_node-datachannel,3063,0
database_namhyung_uftrace,49185,1217
database_nanocurrency_nano-node,5053856,9503
database_nanomsg_nanomsg,0,1162
database_nanomsg_nng,74530,622
database_nanopb_nanopb,189,5
database_nasa_fprime,67614,1270
database_NatronGitHub_Natron,606186,4401
database_naturalatlas_node-gdal,1176036,
database_Neargye_magic_enum,19385,270
database_nelhage_reptyr,2651,0
database_nem0_LumixEngine,115257,5888
database_nesbox_TIC-80,825810,
database_netblue30_firejail,0,26
database_netdata_netdata,168656,
database_Netflix_dynomite,26296,768
database_netty_netty-tcnative,0,27
database_networkit_networkit,167258,981
database_neutralinojs_neutralinojs,154376,389
database_neutrinolabs_xrdp,107104,186
database_newrelic_node-native-metrics,6834,34
database_nextcloud_desktop,198739,2056
database_nghttp2_nghttp2,173342,4925
database_nginx_njs,104628,187
database_nginx_unit,83415,279
database_nicolasff_webdis,0,72
database_ninia_jep,11490,8
database_ninja-build_ninja,19890,153
database_NixOS_patchelf,5582,152
database_nlohmann_json,96877,970
database_nmap_nmap,272416,624
database_nmathewson_libevent_obsolete,55885,893
database_nmslib_hnswlib,4809,152
database_nmslib_nmslib,30261,335
database_nodejs_node-addon-api,7211,227
database_NREL_EnergyPlus,2602329,
database_nRF24_RF24,9706,0
database_ntop_n2n,75597,1918
database_ntop_nDPI,2124,1527
database_ntop_PF_RING,528284,4118
database_NVIDIA_open-gpu-kernel-modules,1088033,31871
database_OAID_Tengine,106055,515
database_oatpp_oatpp,32864,604
database_obs-ndi_obs-ndi,1950,81
database_oceanbase_oceanbase,2871350,
database_official-stockfish_Stockfish,5627,417
database_OGRECave_ogre,363085,60691
database_OISF_suricata,0,3458
database_olikraus_u8g2,753035,0
database_oneapi-src_oneDNN,921977,12247
database_oneapi-src_oneTBB,131263,25245
database_open62541_open62541,2067,1307
database_openai_atari-py,31008,452
database_openai_retro,925463,3722
database_openai_triton,19547,438
database_openalpr_openalpr,50847,1298
database_OpenAtomFoundation_pika,94068,23561
database_opencv_opencv,1351423,
database_openenclave_openenclave,129418,54615
database_openfheorg_openfhe-development,214135,1604
database_OpenKinect_libfreenect,17018,145
database_OpenMathLib_OpenBLAS,2043418,1652
database_OpenMined_TenSEAL,8973,696
database_openMVG_openMVG,426774,59572
database_OpenPrinting_cups,8199,5320
database_openrazer_openrazer,12903,83
database_OpenRCT2_OpenRCT2,545533,10363
database_openscad_openscad,111773,11683
database_OpenSC_OpenSC,304,1521
database_open-source-parsers_jsoncpp,9953,1284
database_openssh_openssh-portable,122271,2094
database_open-telemetry_opentelemetry-dotnet-instrumentation,177973,0
database_openthread_openthread,157110,3722
database_OpenTTD_OpenTTD,230971,4605
database_openucx_ucx,231953,2951
database_openvenues_libpostal,52045,549
database_OpenVPN_openvpn,100468,569
database_openvswitch_ovs,312130,2627
database_openwall_john,327496,6433
database_OpenXcom_OpenXcom,117760,2133
database_OpenXRay_xray-16,1426582,17148
database_openzfs_zfs,0,12044
database_oracle_python-cx_Oracle,49977,1353
database_orangeduck_Cello,14364,22
database_OSGeo_gdal,1059686,8532
database_osqzss_gps-sdr-sim,4346,84
database_ossec_ossec-hids,604,49
database_ossrs_srs,670102,414
database_ostreedev_ostree,77136,912
database_otland_forgottenserver,55349,2120
database_OtterBrowser_otter-browser,109493,1101
database_ouster-lidar_ouster_example,25023,423
database_Overv_VulkanTutorial,22598,160
database_owasp-modsecurity_ModSecurity,66435,302
database_PaddlePaddle_FastDeploy,500968,2254
database_panda3d_panda3d,594040,15555
database_pangweiwei_slua,16779,41
database_pantor_ruckig,37242,840
database_ParallelSSH_ssh2-python,159190,1176
database_patriciogonzalezvivo_glslViewer,272992,1209
database_patrikhuber_eos,324548,369
database_Paxa_fast_excel,32896,928
database_pbatard_rufus,0,264
database_pbek_QOwnNotes,191917,1729
database_pbrady_fastcache,1007,7
database_PCSX2_pcsx2,551415,0
database_PeculiarVentures_pkcs11js,6357,37
database_pellepl_spiffs,0,149
database_pganalyze_pg_query_go,136105,76480
database_P-H-C_phc-winner-argon2,3373,1
database_phpredis_phpredis,0,402
database_pierreinglebert_node-zopfli,9874,1663
database_pistacheio_pistache,34035,417
database_pitrou_pickle5-backport,9513,130
database_pjreddie_darknet,28638,354
database_plasma-umass_coz,11405,91
database_pmed_v8pp,5339,52
database_pmneila_PyMCubes,734,139
database_pnggroup_libpng,58467,756
database_pocoproject_poco,256047,23120
database_polm_fugashi,330,99
database_postgres_postgres,996258,
database_potassco_clingo,329064,3171
database_PowerDNS_pdns,201727,7026
database_pqrs-org_Karabiner-Elements,501740,0
database_project-chip_connectedhomeip,1164907,33485
database_projectchrono_chrono,663248,3446
database_project-gemmi_gemmi,48087,1162
database_projectM-visualizer_projectm,83047,738
database_Project-OSRM_osrm-backend,309167,3092
database_protobuf-c_protobuf-c,8931,172
database_protocolbuffers_protobuf,600394,3518
database_prusa3d_Prusa-Firmware,97078,207
database_psycopg_psycopg2,14529,74
database_PurpleI2P_i2pd,54283,709
database_pybind_pybind11,24661,983
database_pyca_pynacl,44591,114
database_pygame_pygame,100484,1277
database_pygobject_pycairo,8873,5
database_pymumu_smartdns,42801,396
database_pyranges_ncls,18464,986
database_pyrogram_tgcrypto,818,0
database_python-greenlet_greenlet,4849,37
database_python-lz4_python-lz4,9127,372
database_pytorch_cpuinfo,296655,185
database_pytorch_FBGEMM,667400,675
database_pytries_DAWG,48638,462
database_pytroll_aggdraw,58449,77
database_qbittorrent_qBittorrent,55552,331
database_qemu_qemu,7707120,
database_qinguoyi_TinyWebServer,2724,79
database_qpdf_qpdf,61904,713
database_quantumlib_qsim,79101,277
database_quantumlib_Stim,78896,515
database_quickfix_quickfix,620416,435
database_quickjs-zh_QuickJS,28683,858
database_qulacs_qulacs,39158,400
database_Qv2ray_Qv2ray,151719,1808
database_radareorg_radare2,63,
database_randombit_botan,128327,55
database_rapid7_mettle,21822,3742
database_raspberrypi_linux,20616671,53838
database_rathena_rathena,271664,29203
database_raysan5_raylib,0,1608
database_rbfx_rbfx,2468056,
database_rbock_sqlpp11,29989,67
database_RediSearch_RediSearch,299568,2056
database_redis_hiredis,9733,54
database_redis_redis,407,5201
database_Restream_reindexer,167075,6284
database_rethinkdb_rethinkdb,168334,3086
database_RfidResearchGroup_proxmark3,2195,2982
database_rhash_RHash,19977,61
database_rism-digital_verovio,165702,
database_rizinorg_cutter,729601,5665
database_rizsotto_Bear,9169,420
database_RoaringBitmap_croaring-rs,18474,943
database_robertdavidgraham_masscan,41775,293
database_Rob--_memoryjs,1954,0
database_rofl0r_proxychains-ng,3644,6
database_romgrk_node-gtk,9202,34
database_rordenlab_dcm2niix,30411,669
database_roy-ht_editdistance,3093,13
database_rr-debugger_rr,119350,1929
database_rui314_8cc,9685,159
database_rui314_chibicc,9379,429
database_rui314_mold,303915,
database_Rust-for-Linux_linux,21628111,37153
database_rust-fuzz_libfuzzer,9924,0
